cp	char	block	name	ink	clip	dup_of	recommended
U+1FA7	ᾧ	Other	GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI	0.2655	0.0279		0
U+1FA8	ᾨ	Other	GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI	0.2502	0.0180		0
U+1FA9	ᾩ	Other	GREEK CAPITAL LETTER OMEGA WITH DASIA AND PROSGEGRAMMENI	0.2389	0.0620		0
U+1FAA	ᾪ	Other	GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA AND PROSGEGRAMMENI	0.2350	0.1490		0
U+1FAB	ᾫ	Other	GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA AND PROSGEGRAMMENI	0.2350	0.1485	U+1FAA	0
U+1FAC	ᾬ	Other	GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA AND PROSGEGRAMMENI	0.2519	0.0877		0
U+1FAD	ᾭ	Other	GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA AND PROSGEGRAMMENI	0.2519	0.0873	U+1FAC	0
U+1FAE	ᾮ	Other	GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI	0.2688	0.0825		0
U+1FAF	ᾯ	Other	GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI	0.2567	0.1233		0
U+1FB0	ᾰ	Other	GREEK SMALL LETTER ALPHA WITH VRACHY	0.2291	0.0000		0
U+1FB1	ᾱ	Other	GREEK SMALL LETTER ALPHA WITH MACRON	0.2247	0.0000		0
U+1FB2	ᾲ	Other	GREEK SMALL LETTER ALPHA WITH VARIA AND YPOGEGRAMMENI	0.2338	0.0000		0
U+1FB3	ᾳ	Other	GREEK SMALL LETTER ALPHA WITH YPOGEGRAMMENI	0.2124	0.0000		0
U+1FB4	ᾴ	Other	GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI	0.2338	0.0000		0
U+1FB6	ᾶ	Other	GREEK SMALL LETTER ALPHA WITH PERISPOMENI	0.2338	0.0000		0
U+1FB7	ᾷ	Other	GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI	0.2506	0.0000		0
U+1FB8	Ᾰ	Other	GREEK CAPITAL LETTER ALPHA WITH VRACHY	0.2382	0.0000	U+0102	0
U+1FB9	Ᾱ	Other	GREEK CAPITAL LETTER ALPHA WITH MACRON	0.2385	0.0000	U+0100	0
U+1FBA	Ὰ	Other	GREEK CAPITAL LETTER ALPHA WITH VARIA	0.2280	0.0120		0
U+1FBB	Ά	Other	GREEK CAPITAL LETTER ALPHA WITH OXIA	0.2308	0.0000	U+0386	0
U+1FBC	ᾼ	Other	GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI	0.2262	0.0000		0
U+1FBD	᾽	Other	GREEK KORONIS	0.0237	0.0000		0
U+1FBE	ι	Other	GREEK PROSGEGRAMMENI	0.0167	0.0000	U+037A	0
U+1FBF	᾿	Other	GREEK PSILI	0.0237	0.0000	U+1FBD	0
U+1FC0	῀	Other	GREEK PERISPOMENI	0.0381	0.0000	U+02DC	0
U+1FC1	῁	Other	GREEK DIALYTIKA AND PERISPOMENI	0.0676	0.0000		0
U+1FC2	ῂ	Other	GREEK SMALL LETTER ETA WITH VARIA AND YPOGEGRAMMENI	0.2178	0.0000		0
U+1FC3	ῃ	Other	GREEK SMALL LETTER ETA WITH YPOGEGRAMMENI	0.1965	0.0000		0
U+1FC4	ῄ	Other	GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI	0.2178	0.0000		0
U+1FC6	ῆ	Other	GREEK SMALL LETTER ETA WITH PERISPOMENI	0.2179	0.0000		0
U+1FC7	ῇ	Other	GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI	0.2346	0.0000		0
U+1FC8	Ὲ	Other	GREEK CAPITAL LETTER EPSILON WITH VARIA	0.1997	0.0860		0
U+1FC9	Έ	Other	GREEK CAPITAL LETTER EPSILON WITH OXIA	0.2085	0.0458	U+0388	0
U+1FCA	Ὴ	Other	GREEK CAPITAL LETTER ETA WITH VARIA	0.2247	0.0841		0
U+1FCB	Ή	Other	GREEK CAPITAL LETTER ETA WITH OXIA	0.2317	0.0554	U+0389	0
U+1FCC	ῌ	Other	GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI	0.2407	0.0000		0
U+1FCD	῍	Other	GREEK PSILI AND VARIA	0.0451	0.0000		0
U+1FCE	῎	Other	GREEK PSILI AND OXIA	0.0450	0.0000		0
U+1FCF	῏	Other	GREEK PSILI AND PERISPOMENI	0.0542	0.1233		0
U+1FD0	ῐ	Other	GREEK SMALL LETTER IOTA WITH VRACHY	0.1192	0.0000		0
U+1FD1	ῑ	Other	GREEK SMALL LETTER IOTA WITH MACRON	0.1149	0.0000		0
U+1FD2	ῒ	Other	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA	0.1275	0.0672		0
U+1FD3	ΐ	Other	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA	0.1275	0.0672	U+0390	0
U+1FD6	ῖ	Other	GREEK SMALL LETTER IOTA WITH PERISPOMENI	0.1240	0.0000		0
U+1FD7	ῗ	Other	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI	0.1534	0.0000		0
U+1FD8	Ῐ	Other	GREEK CAPITAL LETTER IOTA WITH VRACHY	0.1877	0.0000	U+012C	0
U+1FD9	Ῑ	Other	GREEK CAPITAL LETTER IOTA WITH MACRON	0.1880	0.0000	U+012A	0
U+1FDA	Ὶ	Other	GREEK CAPITAL LETTER IOTA WITH VARIA	0.1644	0.0884		0
U+1FDB	Ί	Other	GREEK CAPITAL LETTER IOTA WITH OXIA	0.1703	0.0555	U+038A	0
U+1FDD	῝	Other	GREEK DASIA AND VARIA	0.0449	0.0000		0
U+1FDE	῞	Other	GREEK DASIA AND OXIA	0.0449	0.0000		0
U+1FDF	῟	Other	GREEK DASIA AND PERISPOMENI	0.0541	0.1236		0
U+1FE0	ῠ	Other	GREEK SMALL LETTER UPSILON WITH VRACHY	0.1851	0.0000		0
U+1FE1	ῡ	Other	GREEK SMALL LETTER UPSILON WITH MACRON	0.1807	0.0000		0
U+1FE2	ῢ	Other	GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA	0.1933	0.0453		0
U+1FE3	ΰ	Other	GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA	0.1933	0.0453	U+03B0	0
U+1FE4	ῤ	Other	GREEK SMALL LETTER RHO WITH PSILI	0.2157	0.0000		0
U+1FE5	ῥ	Other	GREEK SMALL LETTER RHO WITH DASIA	0.2156	0.0000		0
U+1FE6	ῦ	Other	GREEK SMALL LETTER UPSILON WITH PERISPOMENI	0.1898	0.0000		0
U+1FE7	ῧ	Other	GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI	0.2193	0.0000		0
U+1FE8	Ῠ	Other	GREEK CAPITAL LETTER UPSILON WITH VRACHY	0.1772	0.0000		0
U+1FE9	Ῡ	Other	GREEK CAPITAL LETTER UPSILON WITH MACRON	0.1775	0.0000	U+0232	0
U+1FEA	Ὺ	Other	GREEK CAPITAL LETTER UPSILON WITH VARIA	0.1492	0.1215		0
U+1FEB	Ύ	Other	GREEK CAPITAL LETTER UPSILON WITH OXIA	0.1496	0.1187	U+038E	0
U+1FEC	Ῥ	Other	GREEK CAPITAL LETTER RHO WITH DASIA	0.2060	0.0614		0
U+1FED	῭	Other	GREEK DIALYTIKA AND VARIA	0.0416	0.1807		0
U+1FEE	΅	Other	GREEK DIALYTIKA AND OXIA	0.0416	0.1807	U+0385	0
U+1FEF	`	Other	GREEK VARIA	0.0213	0.0000	U+0060	0
U+1FF2	ῲ	Other	GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI	0.2327	0.0000		0
U+1FF3	ῳ	Other	GREEK SMALL LETTER OMEGA WITH YPOGEGRAMMENI	0.2114	0.0000		0
U+1FF4	ῴ	Other	GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI	0.2327	0.0000		0
U+1FF6	ῶ	Other	GREEK SMALL LETTER OMEGA WITH PERISPOMENI	0.2328	0.0000		0
U+1FF7	ῷ	Other	GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI	0.2495	0.0000		0
U+1FF8	Ὸ	Other	GREEK CAPITAL LETTER OMICRON WITH VARIA	0.2172	0.0746		0
U+1FF9	Ό	Other	GREEK CAPITAL LETTER OMICRON WITH OXIA	0.2335	0.0051	U+038C	0
U+1FFA	Ὼ	Other	GREEK CAPITAL LETTER OMEGA WITH VARIA	0.2182	0.0742		0
U+1FFB	Ώ	Other	GREEK CAPITAL LETTER OMEGA WITH OXIA	0.2352	0.0023	U+038F	0
U+1FFC	ῼ	Other	GREEK CAPITAL LETTER OMEGA WITH PROSGEGRAMMENI	0.2311	0.0000		0
U+1FFD	´	Other	GREEK OXIA	0.0213	0.0000	U+00B4	0
U+1FFE	῾	Other	GREEK DASIA	0.0236	0.0000		0
U+2010	‐	General Punctuation	HYPHEN	0.0253	0.0000	U+002D	0
U+2011	‑	General Punctuation	NON-BREAKING HYPHEN	0.0253	0.0000	U+002D	0
U+2012	‒	General Punctuation	FIGURE DASH	0.0588	0.0154		1
U+2013	–	General Punctuation	EN DASH	0.0588	0.0154	U+2012	0
U+2014	—	General Punctuation	EM DASH	0.0588	0.0154	U+2012	0
U+2015	―	General Punctuation	HORIZONTAL BAR	0.0588	0.0154	U+2012	0
U+2016	‖	General Punctuation	DOUBLE VERTICAL LINE	0.2252	0.0000		1
U+2017	‗	General Punctuation	DOUBLE LOW LINE	0.1176	0.0154		1
U+2018	‘	General Punctuation	LEFT SINGLE QUOTATION MARK	0.0426	0.0000	U+02BB	0
U+2019	’	General Punctuation	RIGHT SINGLE QUOTATION MARK	0.0427	0.0000	U+02BC	0
U+201A	‚	General Punctuation	SINGLE LOW-9 QUOTATION MARK	0.0426	0.0000	U+002C	0
U+201B	‛	General Punctuation	SINGLE HIGH-REVERSED-9 QUOTATION MARK	0.0413	0.0000		1
U+201C	“	General Punctuation	LEFT DOUBLE QUOTATION MARK	0.0856	0.0000		1
U+201D	”	General Punctuation	RIGHT DOUBLE QUOTATION MARK	0.0854	0.0000	U+02EE	0
U+201E	„	General Punctuation	DOUBLE LOW-9 QUOTATION MARK	0.0854	0.0000		1
U+201F	‟	General Punctuation	DOUBLE HIGH-REVERSED-9 QUOTATION MARK	0.0829	0.0000		1
U+2020	†	General Punctuation	DAGGER	0.1340	0.0000		1
U+2021	‡	General Punctuation	DOUBLE DAGGER	0.1695	0.0000		1
U+2022	•	General Punctuation	BULLET	0.0904	0.0000		1
U+2023	‣	General Punctuation	TRIANGULAR BULLET	0.0810	0.0000		1
U+2026	…	General Punctuation	HORIZONTAL ELLIPSIS	0.0732	0.0000		1
U+2030	‰	General Punctuation	PER MILLE SIGN	0.2250	0.0037		1
U+2031	‱	General Punctuation	PER TEN THOUSAND SIGN	0.2153	0.0032		1
U+2032	′	General Punctuation	PRIME	0.0173	0.0000		1
U+2033	″	General Punctuation	DOUBLE PRIME	0.0345	0.0000		1
U+2034	‴	General Punctuation	TRIPLE PRIME	0.0518	0.0000		1
U+2035	‵	General Punctuation	REVERSED PRIME	0.0172	0.0000		1
U+2036	‶	General Punctuation	REVERSED DOUBLE PRIME	0.0345	0.0000		1
U+2037	‷	General Punctuation	REVERSED TRIPLE PRIME	0.0517	0.0000		1
U+2039	‹	General Punctuation	SINGLE LEFT-POINTING ANGLE QUOTATION MARK	0.0488	0.0000		1
U+203A	›	General Punctuation	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK	0.0488	0.0000		1
U+203C	‼	General Punctuation	DOUBLE EXCLAMATION MARK	0.1630	0.0000		1
U+203D	‽	General Punctuation	INTERROBANG	0.1505	0.0000		1
U+203E	‾	General Punctuation	OVERLINE	0.0588	0.0154		1
U+203F	‿	General Punctuation	UNDERTIE	0.0564	0.1005		1
U+2045	⁅	General Punctuation	LEFT SQUARE BRACKET WITH QUILL	0.1403	0.0000		1
U+2046	⁆	General Punctuation	RIGHT SQUARE BRACKET WITH QUILL	0.1408	0.0000		1
U+2047	⁇	General Punctuation	DOUBLE QUESTION MARK	0.2185	0.0000		1
U+2048	⁈	General Punctuation	QUESTION EXCLAMATION MARK	0.1907	0.0000		1
U+2049	⁉	General Punctuation	EXCLAMATION QUESTION MARK	0.1907	0.0000		1
U+204B	⁋	General Punctuation	REVERSED PILCROW SIGN	0.2565	0.0000		1
U+2070	⁰	Super/Subscripts	SUPERSCRIPT ZERO	0.0801	0.0000		1
U+2071	ⁱ	Super/Subscripts	SUPERSCRIPT LATIN SMALL LETTER I	0.0445	0.0000		1
U+2074	⁴	Super/Subscripts	SUPERSCRIPT FOUR	0.0714	0.0000		1
U+2075	⁵	Super/Subscripts	SUPERSCRIPT FIVE	0.0651	0.0000		1
U+2076	⁶	Super/Subscripts	SUPERSCRIPT SIX	0.0750	0.0000		1
U+2077	⁷	Super/Subscripts	SUPERSCRIPT SEVEN	0.0472	0.0000		1
U+2078	⁸	Super/Subscripts	SUPERSCRIPT EIGHT	0.0809	0.0000		1
U+2079	⁹	Super/Subscripts	SUPERSCRIPT NINE	0.0751	0.0000		1
U+207A	⁺	Super/Subscripts	SUPERSCRIPT PLUS SIGN	0.0370	0.0000		1
U+207B	⁻	Super/Subscripts	SUPERSCRIPT MINUS	0.0202	0.0000		1
U+207C	⁼	Super/Subscripts	SUPERSCRIPT EQUALS SIGN	0.0408	0.0000		1
U+207D	⁽	Super/Subscripts	SUPERSCRIPT LEFT PARENTHESIS	0.0371	0.0000		1
U+207E	⁾	Super/Subscripts	SUPERSCRIPT RIGHT PARENTHESIS	0.0374	0.0000		1
U+207F	ⁿ	Super/Subscripts	SUPERSCRIPT LATIN SMALL LETTER N	0.0524	0.0000		1
U+2080	₀	Super/Subscripts	SUBSCRIPT ZERO	0.0801	0.0000		1
U+2081	₁	Super/Subscripts	SUBSCRIPT ONE	0.0538	0.0000		1
U+2082	₂	Super/Subscripts	SUBSCRIPT TWO	0.0597	0.0000		1
U+2083	₃	Super/Subscripts	SUBSCRIPT THREE	0.0602	0.0000		1
U+2084	₄	Super/Subscripts	SUBSCRIPT FOUR	0.0714	0.0000		1
U+2085	₅	Super/Subscripts	SUBSCRIPT FIVE	0.0651	0.0000		1
U+2086	₆	Super/Subscripts	SUBSCRIPT SIX	0.0750	0.0000		1
U+2087	₇	Super/Subscripts	SUBSCRIPT SEVEN	0.0472	0.0000		1
U+2088	₈	Super/Subscripts	SUBSCRIPT EIGHT	0.0809	0.0000		1
U+2089	₉	Super/Subscripts	SUBSCRIPT NINE	0.0751	0.0000		1
U+208A	₊	Super/Subscripts	SUBSCRIPT PLUS SIGN	0.0370	0.0000		1
U+208B	₋	Super/Subscripts	SUBSCRIPT MINUS	0.0202	0.0000		1
U+208C	₌	Super/Subscripts	SUBSCRIPT EQUALS SIGN	0.0408	0.0000		1
U+208D	₍	Super/Subscripts	SUBSCRIPT LEFT PARENTHESIS	0.0371	0.0000		1
U+208E	₎	Super/Subscripts	SUBSCRIPT RIGHT PARENTHESIS	0.0374	0.0000		1
U+2090	ₐ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER A	0.0637	0.0000		1
U+2091	ₑ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER E	0.0624	0.0000		1
U+2092	ₒ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER O	0.0596	0.0000		1
U+2093	ₓ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER X	0.0515	0.0000		1
U+2094	ₔ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER SCHWA	0.0623	0.0000		1
U+2095	ₕ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER H	0.0605	0.0000		1
U+2096	ₖ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER K	0.0637	0.0000		1
U+2097	ₗ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER L	0.0418	0.0000		1
U+2098	ₘ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER M	0.0713	0.0000		1
U+2099	ₙ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER N	0.0524	0.0000		1
U+209A	ₚ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER P	0.0723	0.0000		1
U+209B	ₛ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER S	0.0507	0.0000		1
U+209C	ₜ	Super/Subscripts	LATIN SUBSCRIPT SMALL LETTER T	0.0465	0.0000		1
U+20A0	₠	Currency	EURO-CURRENCY SIGN	0.1724	0.0045		0
U+20A1	₡	Currency	COLON SIGN	0.2733	0.0000		0
U+20A2	₢	Currency	CRUZEIRO SIGN	0.2103	0.0000		0
U+20A3	₣	Currency	FRENCH FRANC SIGN	0.1749	0.0000		0
U+20A4	₤	Currency	LIRA SIGN	0.2149	0.0000		0
U+20A5	₥	Currency	MILL SIGN	0.2327	0.0000		0
U+20A6	₦	Currency	NAIRA SIGN	0.3206	0.0047		0
U+20A7	₧	Currency	PESETA SIGN	0.2296	0.0028		0
U+20A8	₨	Currency	RUPEE SIGN	0.2457	0.0018		0
U+20A9	₩	Currency	WON SIGN	0.3365	0.0063		0
U+20AA	₪	Currency	NEW SHEQEL SIGN	0.2747	0.0000		0
U+20AB	₫	Currency	DONG SIGN	0.2549	0.0036		0
U+20AC	€	Currency	EURO SIGN	0.1940	0.0000		0
U+20AD	₭	Currency	KIP SIGN	0.2080	0.0000		0
U+20AE	₮	Currency	TUGRIK SIGN	0.2034	0.0000		0
U+20AF	₯	Currency	DRACHMA SIGN	0.2328	0.0015		0
U+20B0	₰	Currency	GERMAN PENNY SIGN	0.2045	0.0000		0
U+20B1	₱	Currency	PESO SIGN	0.2482	0.0056		0
U+20B2	₲	Currency	GUARANI SIGN	0.2715	0.0000		0
U+20B3	₳	Currency	AUSTRAL SIGN	0.2241	0.0000		0
U+20B4	₴	Currency	HRYVNIA SIGN	0.2567	0.0058		0
U+20B5	₵	Currency	CEDI SIGN	0.1945	0.0000		0
U+20B8	₸	Currency	TENGE SIGN	0.1914	0.0000		0
U+20B9	₹	Currency	INDIAN RUPEE SIGN	0.1819	0.0000		0
U+20BA	₺	Currency	TURKISH LIRA SIGN	0.2145	0.0000		0
U+20BD	₽	Currency	RUBLE SIGN	0.2276	0.0000		0
U+2102	ℂ	Letterlike	DOUBLE-STRUCK CAPITAL C	0.1342	0.0000		1
U+2105	℅	Letterlike	CARE OF	0.2074	0.0073		1
U+210D	ℍ	Letterlike	DOUBLE-STRUCK CAPITAL H	0.2023	0.0000		1
U+210E	ℎ	Letterlike	PLANCK CONSTANT	0.1782	0.0000		1
U+210F	ℏ	Letterlike	PLANCK CONSTANT OVER TWO PI	0.1961	0.0000		1
U+2115	ℕ	Letterlike	DOUBLE-STRUCK CAPITAL N	0.1707	0.0000		1
U+2116	№	Letterlike	NUMERO SIGN	0.2894	0.0025		1
U+2117	℗	Letterlike	SOUND RECORDING COPYRIGHT	0.1721	0.0062		1
U+2119	ℙ	Letterlike	DOUBLE-STRUCK CAPITAL P	0.1831	0.0000		1
U+211A	ℚ	Letterlike	DOUBLE-STRUCK CAPITAL Q	0.2223	0.0000		1
U+211D	ℝ	Letterlike	DOUBLE-STRUCK CAPITAL R	0.2145	0.0000		1
U+2122	™	Letterlike	TRADE MARK SIGN	0.0980	0.0000		1
U+2124	ℤ	Letterlike	DOUBLE-STRUCK CAPITAL Z	0.1615	0.0000		1
U+2126	Ω	Letterlike	OHM SIGN	0.2144	0.0000	U+03A9	0
U+212A	K	Letterlike	KELVIN SIGN	0.2203	0.0001	U+004B	0
U+212B	Å	Letterlike	ANGSTROM SIGN	0.2530	0.0000	U+00C5	0
U+212E	℮	Letterlike	ESTIMATED SYMBOL	0.1155	0.0014		1
U+2148	ⅈ	Letterlike	DOUBLE-STRUCK ITALIC SMALL I	0.1190	0.0000		1
U+2150	⅐	Number Forms	VULGAR FRACTION ONE SEVENTH	0.1287	0.0000		1
U+2151	⅑	Number Forms	VULGAR FRACTION ONE NINTH	0.1565	0.0000		1
U+2153	⅓	Number Forms	VULGAR FRACTION ONE THIRD	0.1417	0.0000		1
U+2154	⅔	Number Forms	VULGAR FRACTION TWO THIRDS	0.1474	0.0000		1
U+2155	⅕	Number Forms	VULGAR FRACTION ONE FIFTH	0.1466	0.0000		1
U+2156	⅖	Number Forms	VULGAR FRACTION TWO FIFTHS	0.1524	0.0000		1
U+2157	⅗	Number Forms	VULGAR FRACTION THREE FIFTHS	0.1529	0.0000		1
U+2158	⅘	Number Forms	VULGAR FRACTION FOUR FIFTHS	0.1641	0.0000		1
U+2159	⅙	Number Forms	VULGAR FRACTION ONE SIXTH	0.1565	0.0000		1
U+215A	⅚	Number Forms	VULGAR FRACTION FIVE SIXTHS	0.1677	0.0000		1
U+215B	⅛	Number Forms	VULGAR FRACTION ONE EIGHTH	0.1624	0.0000		1
U+215C	⅜	Number Forms	VULGAR FRACTION THREE EIGHTHS	0.1686	0.0000		1
U+215D	⅝	Number Forms	VULGAR FRACTION FIVE EIGHTHS	0.1736	0.0000		1
U+215E	⅞	Number Forms	VULGAR FRACTION SEVEN EIGHTHS	0.1556	0.0000		1
U+215F	⅟	Number Forms	FRACTION NUMERATOR ONE	0.0815	0.0000		1
U+2189	↉	Number Forms	VULGAR FRACTION ZERO THIRDS	0.1678	0.0000		1
U+2190	←	Arrows	LEFTWARDS ARROW	0.0809	0.0000		1
U+2191	↑	Arrows	UPWARDS ARROW	0.0806	0.0000		1
U+2192	→	Arrows	RIGHTWARDS ARROW	0.0810	0.0000		1
U+2193	↓	Arrows	DOWNWARDS ARROW	0.0806	0.0000		1
U+2194	↔	Arrows	LEFT RIGHT ARROW	0.1038	0.0000		1
U+2195	↕	Arrows	UP DOWN ARROW	0.1035	0.0000		1
U+2196	↖	Arrows	NORTH WEST ARROW	0.0808	0.0000		1
U+2197	↗	Arrows	NORTH EAST ARROW	0.0808	0.0000		1
U+2198	↘	Arrows	SOUTH EAST ARROW	0.0808	0.0000		1
U+2199	↙	Arrows	SOUTH WEST ARROW	0.0808	0.0000		1
U+219A	↚	Arrows	LEFTWARDS ARROW WITH STROKE	0.1062	0.0000		1
U+219B	↛	Arrows	RIGHTWARDS ARROW WITH STROKE	0.1064	0.0000		1
U+219C	↜	Arrows	LEFTWARDS WAVE ARROW	0.0845	0.0000		1
U+219D	↝	Arrows	RIGHTWARDS WAVE ARROW	0.0845	0.0000		1
U+219E	↞	Arrows	LEFTWARDS TWO HEADED ARROW	0.1044	0.0000		1
U+219F	↟	Arrows	UPWARDS TWO HEADED ARROW	0.1042	0.0000		1
U+21A0	↠	Arrows	RIGHTWARDS TWO HEADED ARROW	0.1045	0.0000		1
U+21A1	↡	Arrows	DOWNWARDS TWO HEADED ARROW	0.1042	0.0000		1
U+21A2	↢	Arrows	LEFTWARDS ARROW WITH TAIL	0.0938	0.0000		1
U+21A3	↣	Arrows	RIGHTWARDS ARROW WITH TAIL	0.0940	0.0000		1
U+21A4	↤	Arrows	LEFTWARDS ARROW FROM BAR	0.1072	0.0000		1
U+21A5	↥	Arrows	UPWARDS ARROW FROM BAR	0.1067	0.0000		1
U+21A6	↦	Arrows	RIGHTWARDS ARROW FROM BAR	0.1071	0.0000		1
U+21A7	↧	Arrows	DOWNWARDS ARROW FROM BAR	0.1068	0.0000		1
U+21A8	↨	Arrows	UP DOWN ARROW WITH BASE	0.1303	0.0000		1
U+21A9	↩	Arrows	LEFTWARDS ARROW WITH HOOK	0.1000	0.0000		1
U+21AA	↪	Arrows	RIGHTWARDS ARROW WITH HOOK	0.1000	0.0000		1
U+21AB	↫	Arrows	LEFTWARDS ARROW WITH LOOP	0.1344	0.0000		1
U+21AC	↬	Arrows	RIGHTWARDS ARROW WITH LOOP	0.1345	0.0000		1
U+21AD	↭	Arrows	LEFT RIGHT WAVE ARROW	0.1088	0.0000		1
U+21AE	↮	Arrows	LEFT RIGHT ARROW WITH STROKE	0.1279	0.0000		1
U+21AF	↯	Arrows	DOWNWARDS ZIGZAG ARROW	0.1647	0.0000		1
U+21B0	↰	Arrows	UPWARDS ARROW WITH TIP LEFTWARDS	0.1190	0.0000		1
U+21B1	↱	Arrows	UPWARDS ARROW WITH TIP RIGHTWARDS	0.1195	0.0000		1
U+21B2	↲	Arrows	DOWNWARDS ARROW WITH TIP LEFTWARDS	0.1190	0.0000		1
U+21B3	↳	Arrows	DOWNWARDS ARROW WITH TIP RIGHTWARDS	0.1195	0.0000		1
U+21B4	↴	Arrows	RIGHTWARDS ARROW WITH CORNER DOWNWARDS	0.1042	0.0000		1
U+21B5	↵	Arrows	DOWNWARDS ARROW WITH CORNER LEFTWARDS	0.1042	0.0000		1
U+21B6	↶	Arrows	ANTICLOCKWISE TOP SEMICIRCLE ARROW	0.0846	0.0000		1
U+21B7	↷	Arrows	CLOCKWISE TOP SEMICIRCLE ARROW	0.0846	0.0000		1
U+21B8	↸	Arrows	NORTH WEST ARROW TO LONG BAR	0.1101	0.0000		1
U+21B9	↹	Arrows	LEFTWARDS ARROW TO BAR OVER RIGHTWARDS ARROW TO BAR	0.2142	0.0000		1
U+21BA	↺	Arrows	ANTICLOCKWISE OPEN CIRCLE ARROW	0.1400	0.0000		1
U+21BB	↻	Arrows	CLOCKWISE OPEN CIRCLE ARROW	0.1400	0.0000		1
U+21BC	↼	Arrows	LEFTWARDS HARPOON WITH BARB UPWARDS	0.0694	0.0000		1
U+21BD	↽	Arrows	LEFTWARDS HARPOON WITH BARB DOWNWARDS	0.0695	0.0000		1
U+21BE	↾	Arrows	UPWARDS HARPOON WITH BARB RIGHTWARDS	0.0691	0.0000		1
U+21BF	↿	Arrows	UPWARDS HARPOON WITH BARB LEFTWARDS	0.0691	0.0000		1
U+21C0	⇀	Arrows	RIGHTWARDS HARPOON WITH BARB UPWARDS	0.0695	0.0000		1
U+21C1	⇁	Arrows	RIGHTWARDS HARPOON WITH BARB DOWNWARDS	0.0696	0.0000		1
U+21C2	⇂	Arrows	DOWNWARDS HARPOON WITH BARB RIGHTWARDS	0.0692	0.0000		1
U+21C3	⇃	Arrows	DOWNWARDS HARPOON WITH BARB LEFTWARDS	0.0692	0.0000		1
U+21C4	⇄	Arrows	RIGHTWARDS ARROW OVER LEFTWARDS ARROW	0.1617	0.0000		1
U+21C5	⇅	Arrows	UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW	0.1614	0.0000		1
U+21C6	⇆	Arrows	LEFTWARDS ARROW OVER RIGHTWARDS ARROW	0.1618	0.0000		1
U+21C7	⇇	Arrows	LEFTWARDS PAIRED ARROWS	0.1565	0.0000		1
U+21C8	⇈	Arrows	UPWARDS PAIRED ARROWS	0.1563	0.0000		1
U+21C9	⇉	Arrows	RIGHTWARDS PAIRED ARROWS	0.1566	0.0000		1
U+21CA	⇊	Arrows	DOWNWARDS PAIRED ARROWS	0.1563	0.0000		1
U+21CB	⇋	Arrows	LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON	0.1383	0.0000		1
U+21CC	⇌	Arrows	RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON	0.1383	0.0000		1
U+21CD	⇍	Arrows	LEFTWARDS DOUBLE ARROW WITH STROKE	0.0942	0.0000		1
U+21CE	⇎	Arrows	LEFT RIGHT DOUBLE ARROW WITH STROKE	0.1188	0.0000		1
U+21CF	⇏	Arrows	RIGHTWARDS DOUBLE ARROW WITH STROKE	0.0943	0.0000		1
