cp	char	block	name	ink	clip	dup_of	recommended
U+044A	ъ	Cyrillic	CYRILLIC SMALL LETTER HARD SIGN	0.1382	0.0000		0
U+044B	ы	Cyrillic	CYRILLIC SMALL LETTER YERU	0.1704	0.0000		0
U+044C	ь	Cyrillic	CYRILLIC SMALL LETTER SOFT SIGN	0.1315	0.0000		0
U+044D	э	Cyrillic	CYRILLIC SMALL LETTER E	0.1432	0.0000		0
U+044E	ю	Cyrillic	CYRILLIC SMALL LETTER YU	0.1897	0.0000		0
U+044F	я	Cyrillic	CYRILLIC SMALL LETTER YA	0.1464	0.0000		0
U+0450	ѐ	Cyrillic	CYRILLIC SMALL LETTER IE WITH GRAVE	0.1706	0.0000	U+00E8	0
U+0451	ё	Cyrillic	CYRILLIC SMALL LETTER IO	0.1762	0.0000	U+00EB	0
U+0452	ђ	Cyrillic	CYRILLIC SMALL LETTER DJE	0.1973	0.0000		0
U+0453	ѓ	Cyrillic	CYRILLIC SMALL LETTER GJE	0.1459	0.0000		0
U+0454	є	Cyrillic	CYRILLIC SMALL LETTER UKRAINIAN IE	0.1430	0.0000		0
U+0455	ѕ	Cyrillic	CYRILLIC SMALL LETTER DZE	0.1301	0.0000	U+0073	0
U+0456	і	Cyrillic	CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I	0.1239	0.0000	U+0069	0
U+0457	ї	Cyrillic	CYRILLIC SMALL LETTER YI	0.1311	0.0000	U+00EF	0
U+0458	ј	Cyrillic	CYRILLIC SMALL LETTER JE	0.1339	0.0000	U+006A	0
U+0459	љ	Cyrillic	CYRILLIC SMALL LETTER LJE	0.1754	0.0000		0
U+045A	њ	Cyrillic	CYRILLIC SMALL LETTER NJE	0.1750	0.0000		0
U+045B	ћ	Cyrillic	CYRILLIC SMALL LETTER TSHE	0.1730	0.0000	U+0127	0
U+045C	ќ	Cyrillic	CYRILLIC SMALL LETTER KJE	0.1476	0.0000		0
U+045D	ѝ	Cyrillic	CYRILLIC SMALL LETTER I WITH GRAVE	0.1747	0.0000		0
U+045E	ў	Cyrillic	CYRILLIC SMALL LETTER SHORT U	0.1704	0.0000		0
U+045F	џ	Cyrillic	CYRILLIC SMALL LETTER DZHE	0.1534	0.0000		0
U+0462	Ѣ	Cyrillic	CYRILLIC CAPITAL LETTER YAT	0.2044	0.0000		0
U+0463	ѣ	Cyrillic	CYRILLIC SMALL LETTER YAT	0.1809	0.0000		0
U+0472	Ѳ	Cyrillic	CYRILLIC CAPITAL LETTER FITA	0.2372	0.0000		0
U+0473	ѳ	Cyrillic	CYRILLIC SMALL LETTER FITA	0.1697	0.0000		0
U+0474	Ѵ	Cyrillic	CYRILLIC CAPITAL LETTER IZHITSA	0.1509	0.0000		0
U+0475	ѵ	Cyrillic	CYRILLIC SMALL LETTER IZHITSA	0.1153	0.0000		0
U+048A	Ҋ	Cyrillic	CYRILLIC CAPITAL LETTER SHORT I WITH TAIL	0.2545	0.0000		0
U+048B	ҋ	Cyrillic	CYRILLIC SMALL LETTER SHORT I WITH TAIL	0.2074	0.0000		0
U+048C	Ҍ	Cyrillic	CYRILLIC CAPITAL LETTER SEMISOFT SIGN	0.2044	0.0000	U+0462	0
U+048D	ҍ	Cyrillic	CYRILLIC SMALL LETTER SEMISOFT SIGN	0.1809	0.0000	U+0463	0
U+048E	Ҏ	Cyrillic	CYRILLIC CAPITAL LETTER ER WITH TICK	0.1971	0.0000		0
U+048F	ҏ	Cyrillic	CYRILLIC SMALL LETTER ER WITH TICK	0.2044	0.0000		0
U+0490	Ґ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH UPTURN	0.1832	0.0000		0
U+0491	ґ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH UPTURN	0.1387	0.0000		0
U+0492	Ғ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH STROKE	0.1980	0.0000		0
U+0493	ғ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH STROKE	0.1474	0.0000		0
U+0494	Ҕ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK	0.1907	0.0000		0
U+0495	ҕ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH MIDDLE HOOK	0.1643	0.0000		0
U+0496	Җ	Cyrillic	CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER	0.2272	0.0001		0
U+0497	җ	Cyrillic	CYRILLIC SMALL LETTER ZHE WITH DESCENDER	0.1779	0.0001		0
U+0498	Ҙ	Cyrillic	CYRILLIC CAPITAL LETTER ZE WITH DESCENDER	0.1905	0.0000		0
U+0499	ҙ	Cyrillic	CYRILLIC SMALL LETTER ZE WITH DESCENDER	0.1403	0.0000		0
U+049A	Қ	Cyrillic	CYRILLIC CAPITAL LETTER KA WITH DESCENDER	0.1946	0.0000		0
U+049B	қ	Cyrillic	CYRILLIC SMALL LETTER KA WITH DESCENDER	0.1457	0.0000		0
U+049C	Ҝ	Cyrillic	CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE	0.1983	0.0000		0
U+049D	ҝ	Cyrillic	CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE	0.1483	0.0000		0
U+049E	Ҟ	Cyrillic	CYRILLIC CAPITAL LETTER KA WITH STROKE	0.1961	0.0000		0
U+049F	ҟ	Cyrillic	CYRILLIC SMALL LETTER KA WITH STROKE	0.1693	0.0000		0
U+04A0	Ҡ	Cyrillic	CYRILLIC CAPITAL LETTER BASHKIR KA	0.1796	0.0000		0
U+04A1	ҡ	Cyrillic	CYRILLIC SMALL LETTER BASHKIR KA	0.1417	0.0000		0
U+04A2	Ң	Cyrillic	CYRILLIC CAPITAL LETTER EN WITH DESCENDER	0.2113	0.0000		0
U+04A3	ң	Cyrillic	CYRILLIC SMALL LETTER EN WITH DESCENDER	0.1606	0.0000		0
U+04A4	Ҥ	Cyrillic	CYRILLIC CAPITAL LIGATURE EN GHE	0.1952	0.0000		0
U+04A5	ҥ	Cyrillic	CYRILLIC SMALL LIGATURE EN GHE	0.1532	0.0000		0
U+04A6	Ҧ	Cyrillic	CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK	0.2182	0.0000		0
U+04A7	ҧ	Cyrillic	CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK	0.1809	0.0000		0
U+04A8	Ҩ	Cyrillic	CYRILLIC CAPITAL LETTER ABKHASIAN HA	0.2417	0.0017		0
U+04A9	ҩ	Cyrillic	CYRILLIC SMALL LETTER ABKHASIAN HA	0.1840	0.0000		0
U+04AA	Ҫ	Cyrillic	CYRILLIC CAPITAL LETTER ES WITH DESCENDER	0.2003	0.0000	U+00C7	0
U+04AB	ҫ	Cyrillic	CYRILLIC SMALL LETTER ES WITH DESCENDER	0.1515	0.0000	U+00E7	0
U+04AC	Ҭ	Cyrillic	CYRILLIC CAPITAL LETTER TE WITH DESCENDER	0.1468	0.0000		0
U+04AD	ҭ	Cyrillic	CYRILLIC SMALL LETTER TE WITH DESCENDER	0.1153	0.0000		0
U+04AE	Ү	Cyrillic	CYRILLIC CAPITAL LETTER STRAIGHT U	0.1283	0.0000	U+0059	0
U+04AF	ү	Cyrillic	CYRILLIC SMALL LETTER STRAIGHT U	0.1270	0.0000		0
U+04B0	Ұ	Cyrillic	CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE	0.1627	0.0000		0
U+04B1	ұ	Cyrillic	CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE	0.1496	0.0000		0
U+04B2	Ҳ	Cyrillic	CYRILLIC CAPITAL LETTER HA WITH DESCENDER	0.1823	0.0000		0
U+04B3	ҳ	Cyrillic	CYRILLIC SMALL LETTER HA WITH DESCENDER	0.1394	0.0000		0
U+04B4	Ҵ	Cyrillic	CYRILLIC CAPITAL LIGATURE TE TSE	0.2305	0.0000		0
U+04B5	ҵ	Cyrillic	CYRILLIC SMALL LIGATURE TE TSE	0.1788	0.0000		0
U+04B6	Ҷ	Cyrillic	CYRILLIC CAPITAL LETTER CHE WITH DESCENDER	0.1723	0.0000		0
U+04B7	ҷ	Cyrillic	CYRILLIC SMALL LETTER CHE WITH DESCENDER	0.1361	0.0000		0
U+04B8	Ҹ	Cyrillic	CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE	0.1818	0.0000		0
U+04B9	ҹ	Cyrillic	CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE	0.1348	0.0000		0
U+04BA	Һ	Cyrillic	CYRILLIC CAPITAL LETTER SHHA	0.1560	0.0000		0
U+04BB	һ	Cyrillic	CYRILLIC SMALL LETTER SHHA	0.1585	0.0000	U+0068	0
U+04BC	Ҽ	Cyrillic	CYRILLIC CAPITAL LETTER ABKHASIAN CHE	0.2228	0.0000		0
U+04BD	ҽ	Cyrillic	CYRILLIC SMALL LETTER ABKHASIAN CHE	0.1658	0.0000		0
U+04BE	Ҿ	Cyrillic	CYRILLIC CAPITAL LETTER ABKHASIAN CHE WITH DESCENDER	0.2356	0.0000		0
U+04BF	ҿ	Cyrillic	CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER	0.1790	0.0000		0
U+04C0	Ӏ	Cyrillic	CYRILLIC LETTER PALOCHKA	0.1359	0.0000	U+0049	0
U+04C1	Ӂ	Cyrillic	CYRILLIC CAPITAL LETTER ZHE WITH BREVE	0.2539	0.0001		0
U+04C2	ӂ	Cyrillic	CYRILLIC SMALL LETTER ZHE WITH BREVE	0.2006	0.0001		0
U+04C3	Ӄ	Cyrillic	CYRILLIC CAPITAL LETTER KA WITH HOOK	0.2105	0.0000		0
U+04C4	ӄ	Cyrillic	CYRILLIC SMALL LETTER KA WITH HOOK	0.1544	0.0000		0
U+04C5	Ӆ	Cyrillic	CYRILLIC CAPITAL LETTER EL WITH TAIL	0.2006	0.0000		0
U+04C6	ӆ	Cyrillic	CYRILLIC SMALL LETTER EL WITH TAIL	0.1555	0.0000		0
U+04C7	Ӈ	Cyrillic	CYRILLIC CAPITAL LETTER EN WITH HOOK	0.2140	0.0000		0
U+04C8	ӈ	Cyrillic	CYRILLIC SMALL LETTER EN WITH HOOK	0.1649	0.0000		0
U+04C9	Ӊ	Cyrillic	CYRILLIC CAPITAL LETTER EN WITH TAIL	0.2088	0.0000		0
U+04CA	ӊ	Cyrillic	CYRILLIC SMALL LETTER EN WITH TAIL	0.1596	0.0000		0
U+04CB	Ӌ	Cyrillic	CYRILLIC CAPITAL LETTER KHAKASSIAN CHE	0.1777	0.0000		0
U+04CC	ӌ	Cyrillic	CYRILLIC SMALL LETTER KHAKASSIAN CHE	0.1362	0.0000		0
U+04CD	Ӎ	Cyrillic	CYRILLIC CAPITAL LETTER EM WITH TAIL	0.2393	0.0000		0
U+04CE	ӎ	Cyrillic	CYRILLIC SMALL LETTER EM WITH TAIL	0.1874	0.0000		0
U+04CF	ӏ	Cyrillic	CYRILLIC SMALL LETTER PALOCHKA	0.1284	0.0000	U+006C	0
U+04D0	Ӑ	Cyrillic	CYRILLIC CAPITAL LETTER A WITH BREVE	0.2021	0.0000		0
U+04D1	ӑ	Cyrillic	CYRILLIC SMALL LETTER A WITH BREVE	0.1831	0.0000		0
U+04D2	Ӓ	Cyrillic	CYRILLIC CAPITAL LETTER A WITH DIAERESIS	0.1957	0.0000	U+00C4	0
U+04D3	ӓ	Cyrillic	CYRILLIC SMALL LETTER A WITH DIAERESIS	0.1764	0.0000	U+00E4	0
U+04D4	Ӕ	Cyrillic	CYRILLIC CAPITAL LIGATURE A IE	0.2308	0.0000		0
U+04D5	ӕ	Cyrillic	CYRILLIC SMALL LIGATURE A IE	0.2005	0.0000	U+00E6	0
U+04D6	Ӗ	Cyrillic	CYRILLIC CAPITAL LETTER IE WITH BREVE	0.2109	0.0000		0
U+04D7	ӗ	Cyrillic	CYRILLIC SMALL LETTER IE WITH BREVE	0.1824	0.0000		0
U+04D8	Ә	Cyrillic	CYRILLIC CAPITAL LETTER SCHWA	0.2225	0.0000		0
U+04D9	ә	Cyrillic	CYRILLIC SMALL LETTER SCHWA	0.1501	0.0000		0
U+04DA	Ӛ	Cyrillic	CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS	0.2489	0.0000		0
U+04DB	ӛ	Cyrillic	CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS	0.1765	0.0000		0
U+04DC	Ӝ	Cyrillic	CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS	0.2475	0.0001		0
U+04DD	ӝ	Cyrillic	CYRILLIC SMALL LETTER ZHE WITH DIAERESIS	0.1941	0.0001		0
U+04DE	Ӟ	Cyrillic	CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS	0.2034	0.0000		0
U+04DF	ӟ	Cyrillic	CYRILLIC SMALL LETTER ZE WITH DIAERESIS	0.1533	0.0000		0
U+04E0	Ӡ	Cyrillic	CYRILLIC CAPITAL LETTER ABKHASIAN DZE	0.1667	0.0000		0
U+04E1	ӡ	Cyrillic	CYRILLIC SMALL LETTER ABKHASIAN DZE	0.1576	0.0000		0
U+04E2	Ӣ	Cyrillic	CYRILLIC CAPITAL LETTER I WITH MACRON	0.2320	0.0000		0
U+04E3	ӣ	Cyrillic	CYRILLIC SMALL LETTER I WITH MACRON	0.1829	0.0000		0
U+04E4	Ӥ	Cyrillic	CYRILLIC CAPITAL LETTER I WITH DIAERESIS	0.2294	0.0000		0
U+04E5	ӥ	Cyrillic	CYRILLIC SMALL LETTER I WITH DIAERESIS	0.1802	0.0000		0
U+04E6	Ӧ	Cyrillic	CYRILLIC CAPITAL LETTER O WITH DIAERESIS	0.2282	0.0000	U+00D6	0
U+04E7	ӧ	Cyrillic	CYRILLIC SMALL LETTER O WITH DIAERESIS	0.1686	0.0000	U+00F6	0
U+04E8	Ө	Cyrillic	CYRILLIC CAPITAL LETTER BARRED O	0.2365	0.0000		0
U+04E9	ө	Cyrillic	CYRILLIC SMALL LETTER BARRED O	0.1684	0.0000		0
U+04EA	Ӫ	Cyrillic	CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS	0.2626	0.0000		0
U+04EB	ӫ	Cyrillic	CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS	0.1946	0.0000		0
U+04EC	Ӭ	Cyrillic	CYRILLIC CAPITAL LETTER E WITH DIAERESIS	0.2261	0.0000		0
U+04ED	ӭ	Cyrillic	CYRILLIC SMALL LETTER E WITH DIAERESIS	0.1691	0.0000		0
U+04EE	Ӯ	Cyrillic	CYRILLIC CAPITAL LETTER U WITH MACRON	0.1727	0.0000		0
U+04EF	ӯ	Cyrillic	CYRILLIC SMALL LETTER U WITH MACRON	0.1665	0.0000		0
U+04F0	Ӱ	Cyrillic	CYRILLIC CAPITAL LETTER U WITH DIAERESIS	0.1699	0.0000		0
U+04F1	ӱ	Cyrillic	CYRILLIC SMALL LETTER U WITH DIAERESIS	0.1637	0.0000		0
U+04F2	Ӳ	Cyrillic	CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE	0.1790	0.0000		0
U+04F3	ӳ	Cyrillic	CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE	0.1762	0.0000		0
U+04F4	Ӵ	Cyrillic	CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS	0.1814	0.0000		0
U+04F5	ӵ	Cyrillic	CYRILLIC SMALL LETTER CHE WITH DIAERESIS	0.1411	0.0000		0
U+04F6	Ӷ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH DESCENDER	0.1842	0.0000		0
U+04F7	ӷ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH DESCENDER	0.1393	0.0000		0
U+04F8	Ӹ	Cyrillic	CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS	0.2475	0.0000		0
U+04F9	ӹ	Cyrillic	CYRILLIC SMALL LETTER YERU WITH DIAERESIS	0.1964	0.0000		0
U+04FA	Ӻ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH STROKE AND HOOK	0.1970	0.0000		0
U+04FB	ӻ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH STROKE AND HOOK	0.1526	0.0000		0
U+04FC	Ӽ	Cyrillic	CYRILLIC CAPITAL LETTER HA WITH HOOK	0.1898	0.0000		0
U+04FD	ӽ	Cyrillic	CYRILLIC SMALL LETTER HA WITH HOOK	0.1435	0.0000		0
U+04FE	Ӿ	Cyrillic	CYRILLIC CAPITAL LETTER HA WITH STROKE	0.1988	0.0000		0
U+04FF	ӿ	Cyrillic	CYRILLIC SMALL LETTER HA WITH STROKE	0.1441	0.0000		0
U+0510	Ԑ	Other	CYRILLIC CAPITAL LETTER REVERSED ZE	0.1779	0.0000		0
U+0511	ԑ	Other	CYRILLIC SMALL LETTER REVERSED ZE	0.1375	0.0000		0
U+0512	Ԓ	Other	CYRILLIC CAPITAL LETTER EL WITH HOOK	0.2106	0.0000		0
U+0513	ԓ	Other	CYRILLIC SMALL LETTER EL WITH HOOK	0.1608	0.0000		0
U+051C	Ԝ	Other	CYRILLIC CAPITAL LETTER WE	0.2123	0.0008		0
U+051D	ԝ	Other	CYRILLIC SMALL LETTER WE	0.1685	0.0000	U+0077	0
U+0524	Ԥ	Other	CYRILLIC CAPITAL LETTER PE WITH DESCENDER	0.2122	0.0000		0
U+0525	ԥ	Other	CYRILLIC SMALL LETTER PE WITH DESCENDER	0.1602	0.0000		0
U+0526	Ԧ	Other	CYRILLIC CAPITAL LETTER SHHA WITH DESCENDER	0.1724	0.0000		0
U+0527	ԧ	Other	CYRILLIC SMALL LETTER SHHA WITH DESCENDER	0.1763	0.0000		0
U+052E	Ԯ	Other	CYRILLIC CAPITAL LETTER EL WITH DESCENDER	0.2040	0.0000		0
U+052F	ԯ	Other	CYRILLIC SMALL LETTER EL WITH DESCENDER	0.1564	0.0000		0
U+0E3F	฿	Other	THAI CURRENCY SYMBOL BAHT	0.2647	0.0000		0
U+1E00	Ḁ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH RING BELOW	0.2059	0.0020		0
U+1E01	ḁ	Latin Ext Additional	LATIN SMALL LETTER A WITH RING BELOW	0.1872	0.0022		0
U+1E02	Ḃ	Latin Ext Additional	LATIN CAPITAL LETTER B WITH DOT ABOVE	0.2378	0.0000		0
U+1E03	ḃ	Latin Ext Additional	LATIN SMALL LETTER B WITH DOT ABOVE	0.1992	0.0000		0
U+1E04	Ḅ	Latin Ext Additional	LATIN CAPITAL LETTER B WITH DOT BELOW	0.2378	0.0000		0
U+1E05	ḅ	Latin Ext Additional	LATIN SMALL LETTER B WITH DOT BELOW	0.1992	0.0000		0
U+1E06	Ḇ	Latin Ext Additional	LATIN CAPITAL LETTER B WITH LINE BELOW	0.2510	0.0000		0
U+1E07	ḇ	Latin Ext Additional	LATIN SMALL LETTER B WITH LINE BELOW	0.2125	0.0000		0
U+1E08	Ḉ	Latin Ext Additional	LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE	0.2188	0.0000		0
U+1E09	ḉ	Latin Ext Additional	LATIN SMALL LETTER C WITH CEDILLA AND ACUTE	0.1721	0.0000		0
U+1E0A	Ḋ	Latin Ext Additional	LATIN CAPITAL LETTER D WITH DOT ABOVE	0.2226	0.0000		0
U+1E0B	ḋ	Latin Ext Additional	LATIN SMALL LETTER D WITH DOT ABOVE	0.1994	0.0000		0
U+1E0C	Ḍ	Latin Ext Additional	LATIN CAPITAL LETTER D WITH DOT BELOW	0.2226	0.0000		0
U+1E0D	ḍ	Latin Ext Additional	LATIN SMALL LETTER D WITH DOT BELOW	0.1994	0.0000		0
U+1E0E	Ḏ	Latin Ext Additional	LATIN CAPITAL LETTER D WITH LINE BELOW	0.2358	0.0000		0
U+1E0F	ḏ	Latin Ext Additional	LATIN SMALL LETTER D WITH LINE BELOW	0.2127	0.0000		0
U+1E10	Ḑ	Latin Ext Additional	LATIN CAPITAL LETTER D WITH CEDILLA	0.2258	0.0000		0
U+1E11	ḑ	Latin Ext Additional	LATIN SMALL LETTER D WITH CEDILLA	0.2028	0.0000		0
U+1E12	Ḓ	Latin Ext Additional	LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW	0.2444	0.0000		0
U+1E13	ḓ	Latin Ext Additional	LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW	0.2212	0.0000		0
U+1E14	Ḕ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH MACRON AND GRAVE	0.2100	0.0309		0
U+1E15	ḕ	Latin Ext Additional	LATIN SMALL LETTER E WITH MACRON AND GRAVE	0.1945	0.0000		0
U+1E16	Ḗ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH MACRON AND ACUTE	0.2101	0.0307		0
U+1E17	ḗ	Latin Ext Additional	LATIN SMALL LETTER E WITH MACRON AND ACUTE	0.1946	0.0000		0
U+1E18	Ḙ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW	0.2158	0.0000		0
U+1E19	ḙ	Latin Ext Additional	LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW	0.1872	0.0000		0
U+1E1A	Ḛ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH TILDE BELOW	0.2186	0.0000		0
U+1E1B	ḛ	Latin Ext Additional	LATIN SMALL LETTER E WITH TILDE BELOW	0.1900	0.0000		0
U+1E1C	Ḝ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE	0.2427	0.0000		0
U+1E1D	ḝ	Latin Ext Additional	LATIN SMALL LETTER E WITH CEDILLA AND BREVE	0.2188	0.0000		0
U+1E1E	Ḟ	Latin Ext Additional	LATIN CAPITAL LETTER F WITH DOT ABOVE	0.1591	0.0000		0
U+1E1F	ḟ	Latin Ext Additional	LATIN SMALL LETTER F WITH DOT ABOVE	0.1456	0.0000		0
U+1E20	Ḡ	Latin Ext Additional	LATIN CAPITAL LETTER G WITH MACRON	0.2306	0.0000		0
U+1E21	ḡ	Latin Ext Additional	LATIN SMALL LETTER G WITH MACRON	0.2382	0.0000		0
U+1E22	Ḣ	Latin Ext Additional	LATIN CAPITAL LETTER H WITH DOT ABOVE	0.2038	0.0000		0
U+1E23	ḣ	Latin Ext Additional	LATIN SMALL LETTER H WITH DOT ABOVE	0.1738	0.0000		0
U+1E24	Ḥ	Latin Ext Additional	LATIN CAPITAL LETTER H WITH DOT BELOW	0.2037	0.0000		0
U+1E25	ḥ	Latin Ext Additional	LATIN SMALL LETTER H WITH DOT BELOW	0.1738	0.0000		0
U+1E26	Ḧ	Latin Ext Additional	LATIN CAPITAL LETTER H WITH DIAERESIS	0.2145	0.0000		0
U+1E27	ḧ	Latin Ext Additional	LATIN SMALL LETTER H WITH DIAERESIS	0.1831	0.0076		0
U+1E28	Ḩ	Latin Ext Additional	LATIN CAPITAL LETTER H WITH CEDILLA	0.2197	0.0000		0
U+1E29	ḩ	Latin Ext Additional	LATIN SMALL LETTER H WITH CEDILLA	0.1882	0.0000		0
U+1E2A	Ḫ	Latin Ext Additional	LATIN CAPITAL LETTER H WITH BREVE BELOW	0.2259	0.0000		0
U+1E2B	ḫ	Latin Ext Additional	LATIN SMALL LETTER H WITH BREVE BELOW	0.1959	0.0000		0
U+1E2C	Ḭ	Latin Ext Additional	LATIN CAPITAL LETTER I WITH TILDE BELOW	0.1759	0.0000		0
U+1E2D	ḭ	Latin Ext Additional	LATIN SMALL LETTER I WITH TILDE BELOW	0.1639	0.0000		0
U+1E2E	Ḯ	Latin Ext Additional	LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE	0.1627	0.0394		0
U+1E2F	ḯ	Latin Ext Additional	LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE	0.1484	0.0000		0
U+1E30	Ḱ	Latin Ext Additional	LATIN CAPITAL LETTER K WITH ACUTE	0.1984	0.0000		0
U+1E31	ḱ	Latin Ext Additional	LATIN SMALL LETTER K WITH ACUTE	0.1730	0.0052		0
U+1E32	Ḳ	Latin Ext Additional	LATIN CAPITAL LETTER K WITH DOT BELOW	0.1951	0.0000		0
U+1E33	ḳ	Latin Ext Additional	LATIN SMALL LETTER K WITH DOT BELOW	0.1708	0.0000		0
U+1E34	Ḵ	Latin Ext Additional	LATIN CAPITAL LETTER K WITH LINE BELOW	0.2084	0.0000		0
U+1E35	ḵ	Latin Ext Additional	LATIN SMALL LETTER K WITH LINE BELOW	0.1841	0.0000		0
U+1E36	Ḷ	Latin Ext Additional	LATIN CAPITAL LETTER L WITH DOT BELOW	0.1288	0.0000		0
U+1E37	ḷ	Latin Ext Additional	LATIN SMALL LETTER L WITH DOT BELOW	0.1437	0.0000		0
U+1E38	Ḹ	Latin Ext Additional	LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON	0.1574	0.0000		0
U+1E39	ḹ	Latin Ext Additional	LATIN SMALL LETTER L WITH DOT BELOW AND MACRON	0.1724	0.0000		0
U+1E3A	Ḻ	Latin Ext Additional	LATIN CAPITAL LETTER L WITH LINE BELOW	0.1421	0.0000		0
U+1E3B	ḻ	Latin Ext Additional	LATIN SMALL LETTER L WITH LINE BELOW	0.1571	0.0000		0
U+1E3C	Ḽ	Latin Ext Additional	LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW	0.1507	0.0000		0
U+1E3D	ḽ	Latin Ext Additional	LATIN SMALL LETTER L WITH CIRCUMFLEX BELOW	0.1656	0.0000		0
U+1E3E	Ḿ	Latin Ext Additional	LATIN CAPITAL LETTER M WITH ACUTE	0.2419	0.0000		0
U+1E3F	ḿ	Latin Ext Additional	LATIN SMALL LETTER M WITH ACUTE	0.1986	0.0000		0
U+1E40	Ṁ	Latin Ext Additional	LATIN CAPITAL LETTER M WITH DOT ABOVE	0.2387	0.0000		0
U+1E41	ṁ	Latin Ext Additional	LATIN SMALL LETTER M WITH DOT ABOVE	0.1935	0.0000		0
U+1E42	Ṃ	Latin Ext Additional	LATIN CAPITAL LETTER M WITH DOT BELOW	0.2387	0.0000		0
U+1E43	ṃ	Latin Ext Additional	LATIN SMALL LETTER M WITH DOT BELOW	0.1935	0.0000		0
U+1E44	Ṅ	Latin Ext Additional	LATIN CAPITAL LETTER N WITH DOT ABOVE	0.2204	0.0000		0
U+1E45	ṅ	Latin Ext Additional	LATIN SMALL LETTER N WITH DOT ABOVE	0.1520	0.0000		0
U+1E46	Ṇ	Latin Ext Additional	LATIN CAPITAL LETTER N WITH DOT BELOW	0.2203	0.0000		0
U+1E47	ṇ	Latin Ext Additional	LATIN SMALL LETTER N WITH DOT BELOW	0.1520	0.0000		0
U+1E48	Ṉ	Latin Ext Additional	LATIN CAPITAL LETTER N WITH LINE BELOW	0.2337	0.0000		0
U+1E49	ṉ	Latin Ext Additional	LATIN SMALL LETTER N WITH LINE BELOW	0.1653	0.0000		0
U+1E4A	Ṋ	Latin Ext Additional	LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW	0.2422	0.0000		0
U+1E4B	ṋ	Latin Ext Additional	LATIN SMALL LETTER N WITH CIRCUMFLEX BELOW	0.1738	0.0000		0
U+1E4C	Ṍ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH TILDE AND ACUTE	0.2378	0.0308		0
U+1E4D	ṍ	Latin Ext Additional	LATIN SMALL LETTER O WITH TILDE AND ACUTE	0.1954	0.0000		0
U+1E4E	Ṏ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS	0.2413	0.0477		0
U+1E4F	ṏ	Latin Ext Additional	LATIN SMALL LETTER O WITH TILDE AND DIAERESIS	0.2072	0.0000		0
U+1E50	Ṑ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH MACRON AND GRAVE	0.2336	0.0279		0
U+1E51	ṑ	Latin Ext Additional	LATIN SMALL LETTER O WITH MACRON AND GRAVE	0.1869	0.0000		0
